N,P,K,temperature,humidity,ph,rainfall,label
98,80,48,29.6714349,76.66091018,6.247267537,90.40128368,banana
81,83,50,26.89675261,82.33614896,5.839217306,108.9797328,banana
92,76,49,26.52380344,80.88787463,5.243563814,107.3968554,banana
106,86,47,28.68292054,77.05559599,6.976367098,112.298994,banana
114,77,52,28.05760465,77.15982355,5.586012442,108.5406369,banana
103,74,53,25.84964749,80.31661303,5.130473943,102.9712612,banana
96,83,55,26.03553498,79.46442696,6.609969219,115.533872,banana
109,90,48,26.42209422,84.97052829,5.153337512,101.0146609,banana
105,78,54,27.64195516,75.68567103,6.237363051,100.941471,banana
111,89,55,25.85507499,81.87270875,6.486186826,105.1906497,banana
80,78,47,29.70442213,82.28644495,5.776652276,102.945336,banana
90,73,52,25.8357784,78.77094906,6.759760675,110.1420725,banana
114,80,50,29.95508918,75.24547336,5.216344139,96.62287791,banana
117,73,47,28.33291837,83.36667912,5.355691103,119.3719245,banana
113,89,48,25.61747954,76.4606598,5.542769347,107.3650268,banana
82,90,50,26.3145914,76.64315499,5.47091207,100.1206499,banana
89,70,51,28.83143817,75.80875198,6.749323407,113.4956781,banana
109,76,46,29.43028515,77.16865193,5.29905954,100.7461571,banana
89,90,46,26.9494231,84.18697645,5.988066028,107.2470589,banana
107,84,52,27.73670387,83.53801287,6.784485017,115.6820617,banana
110,94,46,25.61571208,83.33556578,5.515695644,113.7112996,banana
112,78,54,29.14205648,77.04450725,6.890419993,97.15422786,banana
103,91,54,29.25010653,77.31742618,6.35216605,107.5492954,banana
101,90,48,28.83755568,83.23220709,5.829560061,107.0447961,banana
95,73,53,29.23351282,81.01401598,5.988536963,111.5412379,banana
97,70,45,26.11453824,77.68524871,6.143842092,99.97158096,banana
90,80,46,27.06349721,76.57399519,5.895416966,101.6738343,banana
107,92,53,29.0731813,79.99480348,6.32971657,113.4649362,banana
110,91,50,25.0065736,81.81793496,5.175893835,102.7465255,banana
80,79,45,29.0804067,84.31273472,6.246275533,98.60530686,banana
88,77,46,26.56230588,83.35330802,5.863274723,105.7351753,banana
119,76,46,28.8039573,76.0416198,6.381200312,97.18340889,banana
105,91,45,29.37393084,82.13916547,5.880002676,97.80961975,banana
84,80,50,27.11487881,84.79521694,6.257696795,117.8651858,banana
116,86,53,26.38631292,82.72278243,6.265989329,104.2226857,banana
91,79,54,29.34584303,84.2565518,6.607830699,92.95192596,banana
104,79,51,27.60616664,78.53265648,5.812479424,102.2423674,banana
103,93,47,27.2122517,76.96789621,5.474464171,101.6531821,banana
86,88,53,29.19596451,79.71037987,5.410445545,111.5909801,banana
100,85,45,29.59886006,77.42553383,6.867032197,113.0717348,banana
120,84,46,29.56849913,77.29210001,6.751263649,100.3598864,banana
97,85,47,29.09489621,76.03616818,6.675037286,92.47314334,banana
88,93,47,25.46793534,78.98730262,6.26033406,119.7425995,banana
98,92,50,27.38487646,84.11292107,6.690481875,92.68617546,banana
87,86,46,26.56838612,84.10665197,5.316539735,106.1467535,banana
113,91,50,29.31943333,78.98784973,5.542311864,92.25778288,banana
109,87,48,28.89986966,84.37644649,6.245898872,117.9132516,banana
120,94,53,26.27332674,75.83346864,5.200144913,103.7210128,banana
97,88,55,26.26767457,81.44327152,5.38501081,113.5826774,banana
105,73,55,26.3029477,82.99855088,6.470183081,94.81878988,banana
84,84,45,25.38227643,82.14935989,5.128012132,110.6667654,banana
96,82,45,28.81295055,83.36171563,5.937979386,108.4499491,banana
94,71,48,26.23733724,76.39024954,6.211635795,104.5629474,banana
82,88,47,25.8923498,82.89716901,6.013537104,93.03055277,banana
101,75,52,29.35046608,79.31438578,6.460276756,101.6326397,banana
94,95,48,28.8075904,78.23655597,6.415374384,118.3034422,banana
114,74,48,29.99785051,76.19281995,6.149440963,93.91716923,banana
80,78,46,29.81631748,83.50259766,6.164478389,105.4615391,banana
102,83,52,25.23910412,82.31560492,5.788749731,113.5953372,banana
82,80,54,25.17653723,84.19722387,5.758954707,96.36211591,banana
81,79,48,27.84639001,79.43731306,5.867497503,114.4609126,banana
107,74,54,27.93758334,84.42376008,5.399294498,92.33103248,banana
120,93,51,26.51274704,75.54335162,6.272054771,98.89600168,banana
108,95,46,26.57263,82.0249291,5.18291518,100.3535687,banana
83,75,54,28.63199819,83.62539849,5.922232873,99.36599485,banana
87,90,48,26.16096264,77.69540604,5.040920377,91.1018796,banana
113,74,53,26.4785791,84.821156,6.470178869,97.48930436,banana
116,87,49,28.0843932,78.64195432,5.103750597,95.06867077,banana
102,93,55,29.72355568,79.38564934,5.04183955,95.26431286,banana
93,70,51,28.53394126,75.64207393,6.968080772,109.0005239,banana
97,81,48,29.12956978,84.23440715,5.089130559,104.8647458,banana
104,92,47,29.56529466,79.70578835,5.573808334,111.5193916,banana
103,80,52,27.73001231,83.65443893,6.520528182,119.7785521,banana
97,70,52,27.47919834,79.78032726,5.7269663,91.48578572,banana
116,70,46,27.3793353,84.96369529,6.932585431,91.57159567,banana
87,89,51,26.66001969,80.68613043,6.042971714,92.34989094,banana
116,75,45,27.98925161,75.58704257,6.117203964,96.08155221,banana
107,78,55,28.74545986,82.9699358,6.998152627,99.16549313,banana
115,85,50,29.50115644,80.4994074,5.044537924,114.7992308,banana
84,81,49,27.71755002,81.12060492,5.90500719,98.28182059,banana
120,83,53,25.17352855,84.93793237,5.639787635,119.2633947,banana
98,91,50,28.57128479,84.4859847,5.517824622,102.5403703,banana
106,88,53,27.90946639,77.8449742,6.743352999,116.4708732,banana
88,71,50,28.12676161,84.02185283,5.574083766,102.7856756,banana
117,81,51,25.1470096,79.696269,5.286541843,106.7984486,banana
109,77,47,29.74281266,84.13387659,5.426812507,107.7732736,banana
105,78,45,28.34810089,84.49380777,5.089200599,116.6374793,banana
118,73,51,29.57373736,78.71211329,5.603232354,115.4308702,banana
80,74,53,27.56322672,76.61351042,5.95558971,95.84864004,banana
105,80,51,27.59775897,80.47151951,6.684577344,99.37566192,banana
90,83,55,27.12186123,83.09387086,5.091146516,102.8532235,banana
112,75,51,26.89898546,75.31486538,6.036408449,106.8425617,banana
100,92,47,27.55849987,76.92993904,5.571035677,101.0604684,banana
111,74,54,25.5627323,78.66257464,6.868282479,92.04921093,banana
85,86,53,25.38970689,77.76915068,6.164456993,93.75283247,banana
106,94,54,25.96257398,81.13802624,6.708114203,114.6835991,banana
106,76,47,29.77736352,83.67063367,6.390044396,112.0609981,banana
119,78,52,26.73120918,84.01819169,5.8305183,90.78363936,banana
116,84,47,27.75508018,83.50670378,6.603988722,98.42878119,banana
97,77,45,28.09249888,81.27870418,6.054454406,103.0172966,banana
114,94,50,29.91064442,77.70334062,5.570771784,116.3485815,banana
107,78,50,29.5171037,82.5138263,5.782681755,109.2584427,banana
92,91,45,26.87723945,75.26992145,5.575054516,96.28357162,banana
109,84,54,25.46460938,79.01018998,5.162639378,114.2453936,banana
109,85,55,28.72016773,77.00309041,6.411919254,109.8211026,banana
95,83,54,28.24221994,83.81145822,6.167764125,117.3604035,banana
106,77,46,26.6309839,81.92673271,6.830136184,119.1113159,banana
112,87,51,29.24038315,76.93983681,5.587323573,102.6840687,banana
107,80,49,25.20109188,79.98001489,5.853087738,94.82021908,banana
96,81,49,25.11325154,76.03589293,5.655148902,99.73615906,banana
97,74,54,26.64206629,83.29393818,6.544153386,99.77029497,banana
119,72,47,29.91914438,78.15791084,6.73726832,103.0515928,banana
80,86,48,29.53231916,78.31943682,6.253767425,102.2494539,banana
109,92,45,25.75623396,83.41836523,5.52315293,108.1573459,banana
96,80,55,27.96693086,79.25020682,5.473730839,107.3662404,banana
80,80,49,26.81783305,76.10400725,5.514695502,116.6665148,banana
88,84,48,29.72377457,83.4409288,5.480565438,94.35883897,banana
107,76,55,27.29953998,83.51035304,5.815131343,117.1924593,banana
96,92,49,27.78800094,81.51519008,5.427169963,108.4196105,banana
100,75,50,29.84267172,76.05502456,5.281863623,91.73329752,banana
108,85,48,28.70023417,77.99211767,6.277521529,115.5889036,banana
103,87,53,25.60923304,78.57712973,5.12452424,106.7366832,banana
104,70,47,25.9066425,76.598997,6.669204794,98.41939552,banana
15,15,34,35.06392862,49.93409036,5.578920724,90.45569506,mango
27,33,33,33.79189439,48.93459249,5.224463081,91.8327821,mango
16,16,35,27.71428018,51.66578502,4.487418753,93.38601992,mango
28,22,34,35.63999066,50.86566531,4.860906168,92.12839124,mango
13,25,35,29.43845609,50.93174347,6.82485734,93.55091745,mango
16,29,34,33.08546899,48.7437272,4.389869391,95.60606493,mango
40,32,29,30.33479002,54.43841229,6.789237705,90.86256944,mango
9,38,26,33.46561468,50.73534595,4.709540924,98.24763094,mango
23,25,30,35.09443918,50.06320313,6.107799118,100.7246621,mango
29,23,35,27.7158878,51.23507761,4.298196696,89.51150756,mango
0,30,35,28.60043523,50.32987866,6.791723031,98.67175029,mango
6,27,34,27.69339221,51.93744033,4.260796845,100.2923185,mango
18,39,30,32.69254611,49.82141125,5.821020684,89.23060227,mango
38,40,25,35.25772344,53.40812093,5.266023784,93.90719635,mango
2,21,30,28.85473469,48.08178255,6.07196631,89.68082472,mango
34,17,31,31.57936279,49.37046997,5.381284716,89.7491541,mango
31,31,28,32.02571949,52.77607081,6.37647107,91.7675536,mango
4,29,27,33.18604835,48.09457194,4.394719925,89.70331203,mango
16,28,32,33.93145019,52.25269003,5.11085764,100.2368272,mango
26,40,25,31.94726871,52.35655431,4.186058992,99.34014223,mango
21,16,27,35.00058848,54.69032662,6.127681421,98.9020926,mango
22,32,28,29.25883553,52.55555737,6.473121899,93.82088396,mango
28,16,30,29.5583868,52.20884815,6.986004334,89.24759426,mango
2,34,25,28.05544304,49.8040727,4.180084679,97.12998654,mango
20,18,29,30.89524895,45.43040616,5.957163295,99.8161246,mango
30,16,28,27.64065532,52.09272234,4.130058773,89.01560117,mango
32,28,34,35.16865096,52.65388917,6.580656381,93.47447847,mango
8,25,28,34.88962077,46.1320811,4.651829491,98.56188437,mango
39,34,29,28.65924118,49.95657767,5.541122528,90.40386055,mango
25,34,31,32.7798982,52.31660085,4.306363965,93.20622105,mango
8,37,35,33.71573448,53.72807526,4.222455619,99.0326626,mango
7,27,25,35.1196114,51.98172613,4.148936201,92.21887336,mango
2,27,28,29.76561254,46.61419818,4.84805108,90.45908088,mango
4,35,26,28.54767957,53.11629509,4.8306466,99.79355809,mango
40,38,32,35.97929201,50.97605409,4.152958941,89.84698249,mango
39,32,30,28.66289027,48.30077794,6.635713375,96.62596402,mango
10,35,29,31.08130277,47.02191114,6.239357677,97.97662316,mango
22,17,29,30.26412278,45.28850284,4.738073321,91.33567074,mango
25,20,28,35.79270136,51.83867109,5.050684767,94.01240365,mango
39,36,30,29.13257539,46.30819375,6.95381388,92.33926319,mango
36,16,28,27.81812903,49.42174088,5.115284652,96.31186776,mango
0,29,25,33.00384967,51.94209831,6.138003931,97.69419463,mango
33,40,35,35.42563686,45.38244141,5.497678044,90.3735661,mango
24,38,34,31.2474622,53.95902247,4.825579575,92.32642321,mango
30,35,31,29.54694474,46.04990392,5.356585289,93.87264362,mango
36,26,26,35.20768672,45.54978357,4.356021931,91.31910608,mango
34,26,31,34.54234255,46.39861444,5.333335107,99.76955572,mango
12,36,28,32.61861887,48.97958169,6.644193621,89.90747438,mango
4,20,31,29.25110063,45.79641561,4.764266838,91.9577881,mango
37,34,34,34.96195046,45.75495301,6.104049389,92.61666756,mango
24,39,30,34.30321887,52.84770765,4.270382206,93.19515311,mango
38,17,35,35.27223968,48.46839973,6.500552604,98.17151871,mango
21,39,27,31.23784051,47.45995926,4.535700306,95.66900539,mango
21,28,32,28.3925986,49.37995076,4.502081837,95.63969809,mango
10,18,27,29.51736798,48.93011079,5.391946245,91.77620101,mango
5,22,32,34.04552501,54.97943604,4.537373088,98.1307722,mango
2,37,31,32.89572893,46.36458598,4.713732258,93.33087662,mango
23,31,26,35.12253462,49.11973092,5.135959908,100.8639554,mango
15,15,27,34.04961411,45.81851388,5.633437646,91.97209423,mango
13,20,31,28.47997028,51.59926621,5.748683659,92.66814027,mango
1,18,31,33.50816912,53.14014847,5.89860725,91.86703119,mango
25,31,34,32.93914692,51.7418683,6.367287604,95.01145086,mango
21,19,35,30.59758826,54.31210056,6.841731169,90.90145402,mango
15,26,28,28.18358509,47.63391073,6.220787508,100.4302788,mango
31,23,29,29.55642651,52.34854015,6.565607764,98.50062742,mango
10,21,29,28.4245562,53.62704103,5.20130412,95.42133511,mango
4,38,31,34.2133036,52.33950923,5.576387248,90.9681657,mango
32,38,30,35.24971644,50.84473142,4.790422047,90.74623583,mango
17,24,27,34.25208326,50.31758527,4.848909344,94.35778046,mango
20,21,28,33.96993507,49.68163171,5.469724567,93.14153251,mango
28,39,34,31.63108891,54.3986662,6.085689166,93.7345445,mango
10,24,26,29.15452637,47.86983845,6.572722077,98.69529106,mango
12,32,25,33.5099336,50.17777422,4.417191179,90.35110873,mango
8,38,29,32.65697471,54.85242845,6.282329249,97.13437009,mango
14,16,32,31.749166,49.171757,5.033969582,93.07394918,mango
30,36,33,27.98004703,46.57404154,6.557390405,89.81534635,mango
31,36,34,27.03007905,50.4737677,4.090121619,91.27489384,mango
34,33,29,34.86164321,47.7890965,5.490980598,89.81177788,mango
22,40,25,29.51646227,45.80553601,4.743176169,93.13732471,mango
13,34,35,34.182797,45.53564907,5.203176117,90.31354219,mango
39,21,29,35.7167732,53.32704271,5.463047646,91.08040259,mango
33,22,27,34.31304503,45.96287207,5.447183777,95.29143203,mango
13,24,29,32.43048761,45.18973364,6.632429795,90.84956517,mango
27,29,32,28.29958372,47.09696331,6.085072477,89.91241318,mango
24,17,27,30.02682893,53.19893387,6.409868864,96.1280949,mango
39,31,28,27.9388386,51.94900958,5.390052247,90.36327918,mango
22,21,28,34.51699448,45.00109902,5.11381289,92.57333378,mango
0,18,31,34.38430442,45.76370315,4.448038164,94.46048351,mango
13,16,32,30.89655492,54.2445154,5.949735557,91.5459978,mango
13,37,32,30.17075619,49.03967919,4.936184129,95.30638032,mango
35,28,34,34.90512818,48.22502548,6.423790505,94.53093019,mango
21,40,35,33.18339367,53.85738918,4.901334711,97.98997216,mango
16,16,31,32.10978821,53.06081072,4.302370309,99.50597345,mango
15,20,34,30.69289294,48.07830947,4.998814346,94.1830151,mango
7,25,30,28.07374513,46.47645489,6.146896121,91.00730883,mango
18,20,27,30.1913694,46.12820646,5.413739081,95.3314894,mango
32,33,31,28.64080035,54.28031649,4.573526874,96.80431332,mango
4,34,29,31.38333324,46.89058755,5.1698287,99.7686592,mango
32,40,33,31.58462924,50.25931241,4.623851122,94.4158695,mango
17,23,28,29.40572337,51.45016602,5.093028598,93.23709126,mango
36,28,35,30.27378921,54.7229262,6.33024634,93.92202217,mango
18,32,25,29.54766172,52.08091353,6.659241939,94.98544583,mango
36,17,28,31.96925459,50.72370571,4.544105856,97.90647321,mango
14,31,26,33.99794944,48.98806637,5.320257101,92.40145914,mango
38,19,33,31.25438758,45.53260049,4.574017767,100.1798173,mango
25,27,27,27.89281838,50.3026389,5.718495892,95.4070975,mango
5,28,28,34.10332343,46.00914677,4.743076439,91.9181428,mango
14,31,32,27.79975008,45.30920437,6.741487112,89.7676093,mango
31,28,30,28.54197794,47.35847946,4.170708367,89.56002754,mango
18,38,30,28.14190847,53.29257234,6.719091001,95.74227564,mango
31,31,27,32.96842434,54.64613315,6.107716996,90.47732344,mango
27,40,34,28.23296003,47.65269597,4.585270342,94.1642618,mango
19,19,30,32.29111411,52.43863108,5.824951539,98.5487086,mango
13,38,34,33.19045892,48.97666536,6.638411293,89.46298202,mango
31,17,25,35.87195281,53.40917639,4.735421824,99.39432801,mango
34,22,30,27.53809666,48.37027668,4.797956615,96.44542982,mango
22,27,29,33.24463652,50.90090474,5.206447217,89.67789805,mango
36,24,33,33.85550891,47.02415248,5.788299873,95.22173737,mango
16,30,27,27.48393226,51.06309442,5.888372698,94.93631026,mango
19,15,30,31.6050355,45.15973616,4.026818101,99.04576949,mango
2,35,25,29.27731577,54.5008601,6.710516209,93.90354332,mango
37,31,29,30.51205323,50.92975737,4.390345441,97.77374121,mango
26,33,34,35.63975729,48.43678592,6.802736324,93.65537066,mango
9,17,28,30.00137412,46.40827642,5.471162594,96.82373408,mango
1,36,30,34.26711235,47.95713014,6.427682399,93.86548139,mango
22,18,27,35.53424664,49.04141036,4.82879201,96.01381085,mango
18,18,27,34.04350113,47.84128013,6.84573445,95.29884478,mango
31,17,34,35.9359302,53.67115097,5.96816737,92.43223408,mango
26,29,30,35.42373615,49.02829705,5.433855439,91.0046346,mango
5,25,26,27.66250538,47.41962996,6.948444589,97.1569082,mango
4,23,32,33.57466011,51.15743725,6.600579277,98.19297085,mango
39,28,34,27.68132278,53.05547731,4.973055111,90.03454146,mango
15,18,28,31.7250845,45.65874464,5.596805667,96.34015313,mango
3,29,30,27.90016254,46.82990825,6.657183578,89.2117192,mango
39,32,25,30.50385075,45.71189986,4.608356167,94.47925877,mango
15,27,30,31.69088818,46.60250911,6.283912153,97.22296981,mango
38,17,31,29.84544306,49.63614995,5.866170006,90.23438816,mango
5,32,27,33.36145409,48.41684598,5.777118238,89.24319223,mango
4,23,26,30.80775761,50.11181541,4.355820468,91.17596279,mango
6,38,31,34.74195556,47.37378832,6.523140072,95.26449714,mango
4,34,27,31.73129352,54.10148035,5.305312444,97.31944102,mango
15,24,27,32.11253034,46.21153129,5.557544579,98.46614613,mango
9,39,34,31.84471352,45.27703121,6.044670173,97.43323732,mango
31,16,26,35.58995424,49.62194782,4.116732239,96.94722341,mango
3,16,30,33.60735806,50.91248606,4.561835797,91.11456911,mango
21,26,33,29.66431458,50.9921998,4.287658802,91.10131446,mango
31,32,32,33.03041106,45.40138545,4.737871477,97.67060155,mango
13,25,26,31.95810439,47.33881335,6.624450887,97.52754569,mango
2,28,27,30.3298917,50.81408996,4.637481676,100.9013954,mango
37,37,32,29.32733436,54.07991819,6.760604268,91.5623562,mango
2,25,35,35.02596694,46.95769542,4.122929757,94.71756392,mango
27,22,26,32.1036024,52.64308213,4.790813312,89.61563361,mango
40,19,32,28.23636645,51.65521764,6.121898698,98.06415797,mango
27,36,35,27.71451599,46.04018901,6.010562388,93.49762597,mango
21,20,31,31.53904437,45.70433671,4.661295743,96.50292947,mango
35,40,33,34.42141846,47.43868903,6.108391873,92.37423356,mango
15,25,27,32.73530098,46.56467375,6.524694037,99.11836055,mango
25,20,35,28.58318423,51.95376305,6.198197191,99.63478181,mango
35,36,31,33.89589529,49.61374406,6.390295834,90.70151246,mango
4,18,31,29.71150608,49.54692377,4.004601295,90.76910615,mango
9,29,28,33.62468971,45.8955689,4.702489461,89.09243787,mango
7,31,28,31.48382014,48.37583685,6.576427832,95.46620681,mango
23,35,27,29.8033934,52.04634036,5.209234756,99.51567265,mango
33,34,34,28.54559541,54.40741719,4.255299707,92.38657168,mango
23,36,25,30.62935971,54.43851752,6.339402689,99.44380185,mango
9,28,35,35.29609796,52.50507557,5.473607051,97.98241197,mango
22,38,28,30.44992364,52.6917703,6.42171158,100.3697988,mango
37,24,34,34.80276197,49.64730594,5.851798609,94.74254573,mango
18,34,27,28.20705729,51.61691367,4.774952989,95.77502434,mango
32,40,26,29.46816257,47.19192268,5.876549019,94.23906437,mango
5,20,35,27.31137571,48.58973337,4.778212744,97.97344011,mango
28,29,30,31.05823062,45.74040541,5.33887573,93.30041146,mango
35,21,31,35.53952856,47.92779793,6.891415261,92.76040098,mango
1,22,25,29.16061002,46.61097678,6.460423667,95.17797139,mango
16,36,28,29.08504413,47.40855931,6.859763221,100.0673232,mango
35,33,30,28.21591835,54.95729059,5.485095765,96.45386573,mango
13,16,35,27.69787785,51.74863682,6.608574564,92.63008435,mango
10,23,28,34.6361596,51.06767722,4.287668808,93.19433895,mango
37,31,31,35.30311508,46.59845557,4.927836901,96.95839044,mango
5,31,30,30.698623,50.38518436,4.872742612,99.85335689,mango
8,32,26,35.24227193,47.92043999,6.674703552,90.41185252,mango
36,39,29,27.12663519,52.64167458,4.563794928,99.09833865,mango
10,20,25,27.00599136,50.98847285,5.456036013,100.5183907,mango
16,26,30,33.46680974,51.4983055,4.14104995,100.0296752,mango
39,26,35,27.74419706,50.52032257,6.389214548,92.61296785,mango
9,39,33,33.83471883,53.23578044,5.658135405,100.4627454,mango
3,17,27,28.71086897,46.29747324,6.101095555,97.74829245,mango
28,28,34,29.7075381,54.15344879,6.553940752,89.93924987,mango
32,39,32,30.82036912,52.39492521,6.716153144,91.78394045,mango
19,29,32,34.73929232,47.31616115,5.531731989,97.68823931,mango
38,26,32,32.81451797,46.50775244,5.747427118,89.48662049,mango
6,15,30,28.31226835,52.68974795,6.966871014,98.54525344,mango
9,20,27,27.19196305,53.62434813,4.203789915,96.08277489,mango
18,21,30,34.4044435,46.51895676,4.592873371,91.1777132,mango
18,29,31,34.20514565,45.07223882,5.925803623,98.2671681,mango
30,32,28,35.60239304,51.08994787,6.718303579,99.92501767,mango
37,40,26,29.6497334,52.00997276,5.506471481,99.21643846,mango
18,21,28,29.44114124,49.24736972,5.257735797,93.30996346,mango
11,27,34,34.9012273,50.83589833,5.569366334,90.91421822,mango
10,33,35,34.90422218,51.63174122,6.420623089,91.5810431,mango
32,134,195,37.52576582,83.17231355,5.373415828,68.12767956,grapes
13,143,197,30.70705096,81.80141129,6.186124723,74.81155441,grapes
28,134,202,27.90499101,80.66473789,6.111072957,74.15724797,grapes
26,138,199,34.66416278,83.63366049,6.29799043,68.12265376,grapes
28,123,197,31.55548494,83.22919353,5.933105023,72.54965126,grapes
33,133,203,15.84636011,80.05455646,5.39618464,69.86562224,grapes
5,121,197,11.39215372,83.57003808,6.035493851,71.74774983,grapes
3,138,203,41.7569637,82.72996316,6.03648614,66.59216969,grapes
36,128,197,26.82281316,83.60967424,6.315215805,69.32222362,grapes
40,143,202,27.05887436,82.70518842,5.629476449,71.38470416,grapes
35,123,197,34.73504483,81.85886185,5.308299691,74.15857896,grapes
13,138,205,38.27293362,80.10155478,5.583977808,73.22320096,grapes
39,141,198,20.83212877,81.96727554,5.239744937,74.85671367,grapes
20,134,203,39.74740175,83.30309334,5.231272325,73.21895921,grapes
11,131,196,16.81178862,80.37389234,6.217555611,72.72919135,grapes
37,126,196,37.61635761,83.17537465,5.494856352,66.11110999,grapes
5,133,201,41.44590209,82.05795962,6.369332554,67.63643987,grapes
11,124,202,27.86112727,81.34259925,5.992904442,69.69811445,grapes
3,145,203,16.13980228,80.90339511,5.582640101,74.86367826,grapes
23,123,197,23.37684938,81.39219709,5.738460729,73.71548058,grapes
14,137,205,24.99793558,83.46364933,6.234050087,74.4647677,grapes
18,134,198,35.42181643,83.9119724,5.425396435,73.09824378,grapes
15,123,197,27.29636644,81.13741714,6.0514179,66.93090469,grapes
10,138,200,35.50700765,81.35963932,6.703424187,70.12729898,grapes
26,144,197,20.68037691,81.52810398,5.316573972,73.85115638,grapes
2,140,199,27.15559103,80.85985659,6.611646093,68.61278521,grapes
25,129,202,23.08464088,83.98243011,5.768121269,67.49331667,grapes
3,135,202,38.34022682,83.89336674,6.080294682,68.72161895,grapes
16,144,199,25.18228861,81.85967917,6.690275451,70.19642927,grapes
5,140,197,27.22642552,82.24949691,6.986774449,70.34355874,grapes
9,122,198,40.98487894,83.25830981,6.176598327,73.75940987,grapes
8,129,195,27.56827117,83.17197703,5.776113138,71.87764425,grapes
11,129,200,33.28053894,83.23777997,5.930244942,65.54424627,grapes
40,126,203,10.13852277,81.34552164,5.633040381,69.19038699,grapes
7,123,196,40.18919088,82.57577212,5.404212808,66.35012939,grapes
10,136,204,39.54743432,80.52395671,5.155370568,71.3707588,grapes
39,136,204,15.12985116,81.71298093,5.143808121,67.09322401,grapes
30,135,204,26.42605398,81.65377309,6.072120534,73.56448874,grapes
21,144,202,28.20772011,81.65767885,6.253737798,73.58633761,grapes
29,131,204,32.74833114,83.51652003,6.094529838,66.26768605,grapes
8,136,198,19.2900421,80.56300775,5.763800517,67.93788573,grapes
34,133,201,23.63196356,81.40328597,6.39626303,66.88135439,grapes
0,122,195,38.13793668,81.52871525,6.578916959,67.4810296,grapes
7,129,197,31.58382101,80.26691303,5.350504621,66.00271356,grapes
29,126,199,38.99319574,82.34278426,5.483741382,66.77644106,grapes
29,139,199,36.75675611,80.30484545,6.126416237,72.29784413,grapes
32,134,199,38.9488644,82.25138024,6.323210141,66.89081574,grapes
1,126,199,27.33802727,83.19707552,5.770006526,70.41031555,grapes
9,142,196,41.86866779,82.5180566,5.460496855,72.48438114,grapes
39,122,201,15.52153007,80.08023988,6.69289858,65.16822415,grapes
12,131,196,41.96040158,81.71362603,5.094241498,69.17333678,grapes
20,128,199,38.37894035,83.79805407,6.272870468,69.93236224,grapes
23,131,204,37.23439778,83.76391111,5.53983047,72.33166229,grapes
26,124,201,12.87065993,82.3866942,6.297704673,73.75009578,grapes
25,145,205,26.35164106,82.19810133,5.931553797,72.38600547,grapes
30,134,199,20.33998838,80.19671944,5.278877923,72.84661447,grapes
37,138,196,27.91179152,82.2577326,6.266521336,67.5440371,grapes
28,144,203,19.51875751,81.08008566,5.78790073,67.13244022,grapes
6,135,198,15.11219502,80.58788053,5.349843018,72.01522175,grapes
31,143,200,22.24170263,81.20406482,6.658807955,74.31049592,grapes
33,135,197,10.55930613,80.59609509,5.585040551,70.06330753,grapes
16,134,197,40.22070186,83.91322598,5.187319325,68.26590711,grapes
34,127,203,28.06499397,82.29172884,5.87152077,67.47590569,grapes
27,139,198,35.60623484,82.60336871,6.391119329,67.63718329,grapes
28,132,202,24.96460562,80.16609794,6.397592468,70.59657332,grapes
0,125,197,24.15827498,80.62189586,6.183455284,68.52754029,grapes
33,133,195,41.1356176,80.32851782,6.710618134,69.42256836,grapes
5,123,205,36.10911451,82.43980051,6.469448629,67.88804799,grapes
31,144,204,27.26158119,80.53349754,6.650576732,69.25427058,grapes
30,137,197,26.33257948,82.60720349,5.939611793,65.4566091,grapes
28,132,195,25.20106143,83.90727199,5.753180349,71.00750994,grapes
4,132,198,12.22970611,83.57827018,6.810326825,67.83846886,grapes
33,132,199,24.10601701,82.6369895,6.85120491,65.97117472,grapes
9,127,198,38.58583288,81.18236035,6.934273293,69.98526959,grapes
23,127,204,35.13455331,81.13351759,6.57159383,66.45024598,grapes
10,142,200,12.54172922,83.96642859,5.15402456,72.27615018,grapes
28,123,205,33.84593857,81.81937585,5.898980317,66.49174054,grapes
30,120,201,21.47120934,80.80792356,6.775432889,72.68314127,grapes
8,133,196,28.31213006,80.9013758,6.398679297,72.75096585,grapes
6,123,204,31.51720851,80.71241846,6.648203003,72.53737555,grapes
39,137,202,17.24907861,83.56172171,5.554257936,66.56540836,grapes
37,141,203,35.16917324,80.77393065,5.705067939,72.60577515,grapes
25,126,203,41.29686093,80.97342355,6.342502537,72.05003917,grapes
24,122,202,41.87520208,83.40286842,6.770317119,65.34367352,grapes
1,135,196,26.7006985,80.1431775,6.963407853,67.95053984,grapes
24,142,201,11.62441403,80.26464941,5.162728886,68.42551603,grapes
11,135,203,23.92491392,80.96102609,5.452660973,71.07029986,grapes
11,134,197,15.93867847,80.57053139,5.039063464,73.24474561,grapes
3,139,196,37.45870584,81.50326827,6.076864113,73.45625032,grapes
8,124,199,15.37553503,82.17311337,5.822030702,66.65839424,grapes
30,123,198,36.85761675,80.37359287,5.513885008,74.80888815,grapes
27,122,202,37.20110163,80.91339917,6.042777531,65.91487694,grapes
2,135,203,38.4423446,82.63121461,5.302811379,69.66472499,grapes
13,126,195,25.52260617,81.69936115,6.831977466,72.79961408,grapes
4,134,202,20.16013595,80.92792789,6.464398487,68.8546012,grapes
3,145,201,18.1317324,83.15140072,5.149365345,70.30811451,grapes
26,135,205,34.12320645,82.89764564,6.466569612,67.01084623,grapes
